titles,category
효과적인 bam 훈련에 관한 소고,인문학
미래 인도선교를 위한 현지인 선교사 양성 전략,인문학
발칸반도 보스니아 헤르체고비나를 통해 본 한반도 통일 시사점 연구  선교학적 관점을 중심으로,인문학
why do korean people prefer white english teachers  examining racial bias of korean parents  perceptions on ideal english teachers,인문학
미술사학자     박사의 학문 세계 고찰    분석을 중심으로 ,인문학
중국   와당의 발견과 연구       년 이후 발표된 중국 자료를 중심으로  ,인문학
조선 후기       의 생애와 활동,인문학
장한상의 임술       통신사행 참여 연구,인문학
국내 울향    의 분포 조사를 통해서 본 조선시대의 울릉도 인식,인문학
    년 시마네현 고시에 관한 비판론 재검토,인문학
샌프란시스코 강화조약의 한국 현대사적 의미   영토 조항을 중심으로  ,인문학
한일 국교 정상화 과정상  독도 문제 의 전개 과정 분석            년 독도 관련 국내 신문기사를 중심으로  ,인문학
하이브리드 전쟁과 독도 사이버 방어전략   러시아 우크라이나 정보심리전 사례를 중심으로  ,인문학
     개정교육과정 지리 과목의 독도 내용 기술 분석   한국지리탐구를 중심으로  ,인문학
학문의 시원과 방법,인문학
헤겔의  법철학 에서  양심적 병역 거부 의 정당화 문제,인문학
루소  사회계약론 에서 직접민주주의와 대의민주주의의 양립 가능성 문제,인문학
로잔운동과 다중심적 polycentric  선교환경변화 연구,인문학
삼자애국운동의 관점에서 바라본 당 국가 통전구조변화의 함의  시진핑 시기 종교사무국의 위치변화를 중심으로,인문학
three self movement  chinese three self patriotic movement committee  china state council of religious affairs  china state bureau of religious affairs,인문학
효과적인 bam 훈련에 관한 소고,인문학
미래 인도선교를 위한 현지인 선교사 양성 전략,인문학
발칸반도 보스니아 헤르체고비나를 통해 본 한반도 통일 시사점 연구  선교학적 관점을 중심으로,인문학
why do korean people prefer white english teachers  examining racial bias of korean parents  perceptions on ideal english teachers,인문학
  세기 서남해 지역 수적     출현의 사회적 배경과 활동,인문학
ai 번역 시대  번역과 번역자를 바라보는 다양한 관점들,인문학
마닐라 선언문을 중심으로 본 로잔 제 차 마닐라 대회의 의의,인문학
한국 다문화사회에서의 다문화주의 이해와 선교,인문학
로잔대회 서울 선언과 cape town advance papers 비교연구  하나님의 형상과 인간의 성행위 를 중심으,인문학
대학생의 해외 단기선교 경험에 관한 연구   아신대학교 나바호 원주민 선교팀을 중심으로,인문학
a study on the effectiveness of an esp course for airline cabin services with aid of chatgpt,인문학
  세기 말  개신교 선교사들이 본 조선의 불교,인문학
구병시식      의 전승기반과 현장론적 이해,인문학
대행 선사의 실천수행법에 대한 마음 치유 연구  위빠사나를 중심으로,인문학
                 불교와 비즈니스 철학  융합과 갈등의 탐구,인문학
                    사원경제에서 불교경제학의 중도관 응용 연구,인문학
한글본  정리의궤     에 수록된 비파형 복토   유형거    연구,인문학
기후대응 균형발전 모델  전남 서남권 사례,인문학
문화유산의 재구성  적극적인 보호와 자연권을 향하여,인문학
한국 전통선박의 철정     사용에 대한 고찰,인문학
  세기 전남의 매향활동    무안남촌매향비 를 중심으로  ,인문학
전남 서남해 도서지역의 유적 분포양상과 제주도 해로,인문학
헤겔의  신의 인간화  개념으로 본 예술의 발전과 의미,인문학
헤겔 미학에서 예술과 사유,인문학
         의             시기별 주요 성과와 연구 방법론을 중심으로  ,인문학
강화도    와    의     색채가 짙은    에 대한 고찰,인문학
구례 사성암 마애아미타여래입상,인문학
조선후기 괘불탱에 투영된     도상의 관념적 인식과 형상,인문학
삼국시대 불보살상       고찰  영락 장식을 중심으로,인문학
             의   과        ,인문학
나카이 요자부로의 오가사와라  도항 시도의 의미,인문학
esp 분야에서의 학위논문 작성,인문학
한국 비즈니스 영어 연구 동향 분석  현황과 미래 방향,인문학
college esp education using ai teaching and learning tools  exploring a new educational paradigm for low achieving learners,인문학
특수목적영어 esp 분야에서의 어휘 연구,인문학
estimating the business cycle in korea  a model averaging approach,사회과학
원청사업주의 단체교섭의무와 실질적 지배력 판단기준 및 교섭사항,사회과학
ebdt 그림검사에 나타난 미취학 아동 양육자의 애착과 양육태도 예측변인 연구,사회과학
경도인지장애를 위한 음악융합 디지털 치료제에 대한 주제범위 문헌고찰,사회과학
한국판 정신화된 정서성 단축형 척도 타당화 연구 영유아교사를 대상으로,사회과학
초기 청소년기 기질과 공감의 관계,사회과학
모의 권위적 양육행동과 아동의 화용언어능력 간 관계에서 아동의 집행기능 곤란의 병렬다중매개효과 검증,사회과학
유아의 까다로운 기질과 섭식행동의 관계에서 어머니의 급식태도의 조절효과,사회과학
preliminary study on children s memory of negative event in south korea children,사회과학
북핵능력 고도화와 전쟁발생 가능성 변화 전망   세력전이론을 중심으로,사회과학
미국의 인도 태평양에서 중국 견제를 위한 동맹 및 partnership 기반 격자형 안보 체제구축에 관한 소고,사회과학
ai 드론의 전시 전력화 및 활용방안,사회과학
미래 국방환경의 변화와 해외파병부대 구조 발전 방안에 관한 연구,사회과학
창성능개선 사전연구 제도 발전방안 연구  사전개념연구 및 선행연구 비교 분석을 중심으로,사회과학
국회의원과 법관의 공정하고 적절한 징계를 위한 신분재판소 설립안,사회과학
bertopic 기반의 계층적 클러스터링을 활용한 자율주행차량 기술 동향 연구  특허데이터 분석을 중심으로,사회과학
한국기업의 상표출원 경제효과 분석,사회과학
직무발명 보상금 청구권 소멸시효 법리의 개선방안 모색,사회과학
현대적 친권 개념에 대한 검토  이혼 시의 친권을 중심으로 ,사회과학
대리모계약에서의 모자관계 결정에 대한 논의,사회과학
독일과 한국 헌법재판소의 기후결정에 관한 고찰,사회과학
주요국의 입법례를 통한 우리나라 미신고 집회 및 허위 신고 집회의 규제 개선 연구,사회과학
한국의 변론주의에 대한 검토 대륙법계와 영미법계의 비교를 통하여 ,사회과학
민사소송법상 권리주장참가에 대한 연구,사회과학
민사소송 당사자 및 대리인의 진실의무,사회과학
공수처의 우선적 관할권 행사의 문제점과 개선 방안,사회과학
종업원 할인의 과세문제에 대한 연구,사회과학
인공지능 산출물 표시 규제 방안의 검토,사회과학
법학 학문후속세대 양성 체제의 현재와 미래,사회과학
optimal reinsurance for cyber risk transfer,사회과학
저축은행 예금자의 시장규율에 관한 실증연구,사회과학
시뮬레이션을 통한 국내은행의 부실확률 추정과 초기 정리비용의 산정,사회과학
시가평가에 따른 은행의 지급불능 위험과 뱅크런 방지를 위한 단기유동성 보유 규모 분석,사회과학
상담자의 전문성 발달을 위한 집단프로그램 효과 메타분석,사회과학
일용근로자의 노동법상 쟁점과 해석론,사회과학
직장 내 괴롭힘 판단기준에 관한 연구,사회과학
예비 음악치료사의 내재된 음악실현성에 대한 인식조사,사회과학
노인의 창의적 노화 creative aging 를 위한 집단미술치료 사례연구   창의성과 삶의 의미를 중심으로  ,사회과학
교과연계 집단미술치료가 초등학교  학년의 진로발달과 자기효능감에 미치는 효과,사회과학
발달 초기 어머니의 공감 능력과 자녀의 실행기능  마음이론과 공감 능력 발달의 관계 탐색,사회과학
아동기 외상 경험이 대학생활적응에 미치는 영향  스트레스 취약성과 우울의 순차매개효과,사회과학
청소년 음악감상 여가활동이 집중과 기분조절을 통해 마음챙김과 스트레스 완화에 미치는 순차매개효과,사회과학
just energy transition  concept  components  levels  and actors,사회과학
comparative research on nuclear energy policies in the republic of korea and germany  the influence of demographic factors  local acceptance  and geopolitical factors,사회과학
eu단일특허제도와 유럽통합특허법원 도입과 시사점 고찰  우리나라에 미칠 영향과 그 대응전략을 중심으로,사회과학
상표 사용에 의한 식별력 취득 인정의 판단기준에 대한 소고  식별력 취득 요건 완화   년 후의 판결 심결을 중심으로,사회과학
인공지능 관련 지식재산권 연구 동향 분석,사회과학
특허출원 전 특허를 받을 수 있는 권리 승계 규정의 문제점과 개선방안에 대한 고찰,사회과학
영업비밀 침해소송에서 입증책임 완화를 위한 추정규정의 도입검토  최근의 중국과 일본 사례를 중심으로,사회과학
the impact of digital trade development on high quality economic growth,사회과학
북한의 군사전략에 관한 고찰   정권안보와 공세전략의 연관성을 중심으로,사회과학
남북한 군사통합 저해요인에 따른 대응전략 연구   클라우제비츠의 삼위일체 관점을 중심으로,사회과학
    전쟁의 발발 원인이 현 한반도에 주는 함의   전쟁의  가지 수준별 분석을 중심으로,사회과학
군의 관계지향문화가 조직몰입과 조직시민행동에 미치는 영향 연구,사회과학
신흥안보시대 군사교리 발전을 위한 요소로서 전략문화의 역할과 적용방안에 관한 고찰,사회과학
미국의 모병제 전환 이후 대기 징병 standby draft 과 선발복무제도 selective service system    제도적 변화  쟁점  한국에 주는 정책적 함의,사회과학
여성예비군        제도 발전방안에 관한 연구,사회과학
리더의 전략적 선택에 영향을 미치는 요인 연구   군 지휘관 사례를 중심으로,사회과학
자율주행자동차 관련 민사책임에 관한 고찰  자동차손해배상보장법과 제조물 책임법을 중심으로 ,사회과학
 방위사업법 상 시범사업제도에 대한 비교법적 고찰  미국의 특례거래권한 ota 제도와의 비교를 중심으로 ,사회과학
법관에 의한 법형성의 실제  한계와 입법적 사항의 문제  호적정정 결정과 특별한정승인 판결의 재음미 ,사회과학
베트남 형법상 법인의 형사책임에 대한 연구  중국 형법과의 비교를 중심으로 ,사회과학
보험사기범죄의 양형기준 설정에 관한 소고  보험사기의 유형에 관한 보험사기방지법 제 조의  신설 제안을 포함하여 ,사회과학
가상자산 이용자 보호 등에 관한 법률상 이용자 보호 규정의 검토,사회과학
저당권부 채권질권  초과배당과 부당이득  대법원              선고     다       판결 ,사회과학
채권자 취소소송에 있어서 취소채권자의 사실상 우선변제권과 민법 제   조의 관계  대법원              선고     다      판결을 중심으로 ,사회과학
인공지능과 형법 책임 귀속의 한계와 가능성,사회과학
저당권설정계약이 사해행위로 취소된 경우의 법률관계,사회과학
임대차계약 종료 후 계속 점유자에 대한 임대인의 부당이득 반환 청구   대법원              선고     다       판결을 계기로,사회과학
기록관리법령상 기록물의 성립요건   대법원               선고     도      판결에 대한 평석,사회과학
보이스피싱 범죄의 양형 실무상 쟁점,사회과학
동성 동반자가 국민건강보험제도의 피부양자로 인정받을 수 있는지 여부,사회과학
사용자가 근로자의 임금에서 원천공제한 기여금을 개인적 용도로 소비한 경우 업무상횡령죄의 성립 여부   금전의 위탁과 보관에 관한 판례 법리의 분석 검토를 겸하여,사회과학
집행채권이 압류 또는 가압류된 경우 집행절차의 허용 범위   대법원              선고     다       판결을 중심으로,사회과학
신규성 상실의 예외에 해당하는 선행디자인에 기초한 자유실시디자인 주장에 관하여   대법원              선고     후      판결을 중심으로,사회과학
북한의 불법행위를 심리하는 소송의 준거법 지정 문제,사회과학
인공지능 규제의 두 가지 접근법   맥락 기반 규제와 능력 기반 규제,사회과학
리걸테크와 법률서비스의 규율   일반인용 리걸테크 서비스에 관한 영미법계의 동향을 중심으로,사회과학
미연방기관들의 ai 행정명령 e o         이행 현황과 시사점,사회과학
민법 제   조와 유치권   대상판결  대법원              선고     다       판결,사회과학
사해행위취소로 인한 원물반환의무가 이행지체되는 경우 전보배상   대법원              선고     다       판결,사회과학
자본시장법상 회사의 부실공시로 인한 주주의 손해배상청구에서의 인과관계   대법원             선고     다       판결을 중심으로,사회과학
유체의 사후처리에 관한 사망자의 인격적 이익의 법적 존중과 보호   대법원              선고     다       전원합의체 판결과 대법원              선고     다       판결에 관하여,사회과학
성폭력범죄의 처벌 등에 관한 특례법 위반  성적목적다중이용장소침입 죄에 관한 소고,사회과학
망인에 대한 서훈에서 상반된 역사적 평가와 관련한 행정소송법적 문제점   대상판결  대법원              선고     두      판결 등,사회과학
조세조약상 무차별원칙 및 관련 국내외 판결의 개관,사회과학
초단시간근로를 둘러싼 쟁점에 관한 검토   퇴직급여에 관한 고용노동부 질의회시를 중심으로,사회과학
진로변경제한선 백색실선 을 통행금지를 내용으로 하는 안전표지로 볼 수 있는지 여부,사회과학
freudenthal의 비 개념 주해,사회과학
구조주의와 수학교육,사회과학
신체 수치심이 이상섭식 행동에 미치는 영향  여대생의 신체 불만족의 매개효과와 자기자비의 조절효과 검증,사회과학
지체장애 학생의 인구학적 특성  스트레스 요인  개인내 심리적 요인  사회환경적 요인의 우울에 대한 효과,사회과학
읽기 학습부진 학생의 추론적 읽기에서 나타난 오류 유형과 추론 특성 분석,사회과학
토픽 모델링 분석을 통한  지적장애연구  학술지의 최근 연구 동향 분석,사회과학
통합형 직업교육 거점학교 지적장애학생의 직업기능 특성 분석  잠재프로파일 분석을 중심으로,사회과학
시설 거주 발달장애인의 자립에 관한 질적연구 동향 및 지원요구 고찰,사회과학
초등교원양성기관에서 실시하는 특수교육학개론 강의계획서 분석을 통한 셀프 연구,사회과학
ai 디지털교과서의 교육적 활용에 대한 특수교사 인식 분석,사회과학
미국 행정규정에 나타난 개별화교육프로그램 분석,사회과학
 투명 페트병 별도 분리배출제 는 왜 공중의제가되지 못했나    제주지역 사례를 중심으로,사회과학
일조 모델과 측정을 통한 도시 지역 건물의 일조 시간과 표면 온도 분석,자연과학
  tocopherol and   tocopherol decrease inflammatory response and insulin resistance during the interaction of adipocytes and macrophages,자연과학
p coumaric acid modulates cholesterol efflux and lipid accumulation and inflammation in foam cells,자연과학
development and validation of a semi quantitative food frequency questionnaire as a tool for assessing dietary vitamin d intake among korean women,자연과학
evaluating the effectiveness of a food literacy pilot program for university students  using a mixed  methods research approach,자연과학
food preparation on a budget  an analysis of food consumption practices and the role of health consciousness,자연과학
수자원의 보존과 활용을 넘어 전지구 물순환 연구를 위한 새로운 도전,자연과학
    년 케냐 홍수에 대한 기후학적 분석 및 미래전망,자연과학
광양만 용존 희토류 원소의 농도 분포,자연과학
강 유량의 계절적 변화를 나타내는 통계 모델 개발,자연과학
 차원 확산 해석해를 통한 저투수성 매체의 만곡도 추정 연구,자연과학
지표환경에서 리튬 동위원소 분별,자연과학
 행매층의 새로운 정의와 이의 지질학적 중요성 에 대한 반론,자연과학
박채원 외        지질학회지                행매층에 대한 새로운 정의와 이의 지질학적 중요성 의 반론에 대한 회답,자연과학
asparagi radix alleviates testosterone induced benign prostatic hyperplasia by inhibiting    reductase activity and androgen receptor signaling pathway,자연과학
effects of quercetin nanoemulsion on sirt  activation and mitochondrial biogenesis in the skeletal muscle of high fat diet fed mice,자연과학
associations between weight control methods and depression among korean adolescents  a study based on a national dataset,자연과학
daily consumption of specific categories of fruit and vegetables negatively correlated with frailty  findings from the us national health and nutrition examination survey,자연과학
exploring the potential utility of a single item perceived diet quality measure,자연과학
association of the korean healthy eating index and sleep duration with prediabetes in middle aged adults,자연과학
analysis of hotspots and emerging trends in school foodservice research using citespace,자연과학
남극 로스해 대륙대 퇴적물의 대자율 이방성 연구  고수류 변화 복원에 대한 적용 가능성 평가,자연과학
형산강의 수리지화학 특성,자연과학
강 연안 해양 환경 내 유기탄소 질소의 공간적 기원 변동 특성,자연과학
스트론티아나이트에 의한 방해석 치환 예비연구,자연과학
network science approaches for analyzing regional interactions of sea surface temperature,자연과학
water vapor retrievals from the ground based direct sun measurements based on the spectral langley method,자연과학
시계열 동위원소 변동성을 통한 인위적 영향 분석과 지표수 평균체류시간의 추정,자연과학
 지질학회지 의 연구주제와 동향 분석  lda 모델과 네트워크 분석을 중심으로,자연과학
천연수소의 잠재적 근원암인 초고철질 사문암  암체의 국내 분포와 특징 고찰,자연과학
자철석 가루 투입량이 페놀 폐수의 혐기성 소화에 미치는 영향 평가,자연과학
nonlinear effects of a laser phase conjugate wave and synchronization transmission of a signal,자연과학
wireless optical coherent communication uses beacon light wavefront correction with different wavelengths,자연과학
theoretical investigation of an intrinsic fast optical fiber mz temperature sensor based on a distal pdms coated microguide,자연과학
tunable modulation transfer spectroscopy for a type ii magneto optical trap of    rb atoms,자연과학
analysis of in pixel scattering trench patterns for high sensitivity near infrared pixel,자연과학
표면증강 라만 분광 기반 고감도 가스분석 연구 동향 및 전망,자연과학
비대칭 배광 횡단보도 투광등 조명계의 눈부심 감소 및 균일도 향상을 위한 연구,자연과학
particle counter using a gaussian line beam formed by decentered multiple lenses,자연과학
single shot transport of intensity equation using a lateral displacement beam splitter module for biological samples,자연과학
fabrication and evaluation of air spaced achromatic objective lens system for confocal laser endomicroscopy,자연과학
infrared optical system for long range forward imaging on airborne platforms,자연과학
color correction for digital holographic display to compensate for cie colorimetric matching failure,자연과학
a fully electronic confocal microscope using a digital micromirror device and electrically tunable lens for  d measurement,자연과학
binary optimization based multilayers and their practical applications,자연과학
지능형 로봇을 위한 생체모사형 카메라 연구 최신 지견,자연과학
광유전학을 이용한 신경 신호의 제어 및 신경 회로 분석,자연과학
ai 학습을 위한 자동차 후방 카메라 오염도 분석 및 세척 기준 설정 연구,자연과학
조선왕조실록에 보고된 채운     기록의 광학적 분석,자연과학
비대칭 렌즈를 이용한 초소형 연성 내시경 조명 광학계 설계,자연과학
gas purging free technique using log ratio detection in laser absorption spectroscopy,자연과학
a tutorial on inverse design methods for metasurfaces,자연과학
light control via higher order diffraction in one dimensional metagratings,자연과학
switchable privacy mode for symmetrically viewed automotive displays  dependence on the optical parameters of the retarder,자연과학
impact of internal dust correction on the stellar populations of galaxies estimated using the full spectrum fitting,자연과학
dynamical evolution of young substructured star clusters at   kpc from the galactic center,자연과학
 sup     sup c  sup     sup c reaction rates and the evolution of a massive star,자연과학
hcn and hnc in the disk of an outbursting young star  v    ori,자연과학
comparative review of numerical approaches to wave particle interactions in the earth s radiation belts  quasi linear diffusion vs  test particle simulation,자연과학
strengthening the korean network of microbial culture collections in the microbiome era,자연과학
enhancing eritadenine production in submerged cultures of shiitake   lentinula edodes berk  pegler  using blue led light and activated charcoal  revealing eritadenine s novel in vitro bioherbicidal activity against chrysanthemum morifolium,자연과학
re identification of strains from aspergillus section aspergillus and description of three unrecorded species from korea,자연과학
notes of five wood decaying fungi from juwangsan national park in korea,자연과학
cloning and expression analysis of bioluminescence genes in omphalotus guepiniiformis reveal stress dependent regulation of bioluminescence,자연과학
novel sarcoscypha species from national parks in korea  sarcoscypha humida sp  nov ,자연과학
a new species of ganoderma  ganodermataceae  polyporales  from southern china and optimum condition for mycelia production,자연과학
re identification of aspergillus subgenus nidulantes strains and description of three unrecorded species from korea,자연과학
fungal diversity in nam river and their biodegradative activities,자연과학
emergence and potential spread of rust disease on wisteria floribunda and corydalis incisa influenced by climate change in korea,자연과학
effects of black and white mulch on mycelial growth of tuber species in korean field environment,자연과학
inoculants of arbuscular mycorrhizal fungi influence growth and biomass of terminalia arjuna under amendment and anamendment entisol,자연과학
molecular identification of a new species of absidia  cunninghamellaceae  mucorales  isolated from soil in korea,자연과학
taxonomic re evaluation of the genus fuscoporia in the republic of korea including three unrecorded species,자연과학
phylogenetic and morphological analysis of a novel tolypocladium species isolated from soil in south korea,자연과학
correction,자연과학
comparative study of mechanical and biological pretreatment for releasing spores of black truffle tuber aestivum,자연과학
comparative analysis of rhizosphere fungal communities in korean fir trees,자연과학
identification of pseudoperonospora cubensis rxlr effector genes via genome sequencing,자연과학
environmental detoxification of benzimidazole fungicide fuberidazole via microbial action in liquid cultures,자연과학
tortoise shell glue ameliorates male infertility through the hypothalamic pituitary gonadal axis in obese rats,자연과학
role of carbohydrate response element binding protein in mediating dexamethasone induced glucose transporter   expression in caco  bbe cells and during the developmental phase in mice,자연과학
effect of aerobic exercise and particulate matter exposure duration on the diversity of gut microbiota,자연과학
identifying candidate genes associated with hippocampal dysfunction in a hemiparkinsonian rat model by transcriptomic profiling,자연과학
inducing aortic aneurysm dissection in zebrafish  evaluating the efficacy of   aminopropionic nitrile as a model,자연과학
ca    homeostasis and male fertility  a target for a new male contraceptive system,자연과학
unraveling the structure  chemical composition  and conserved signaling in leech teeth,자연과학
new insight of square stepping exercise in immune fine tuning for anticipating emerging pandemics,자연과학
blocking slc a   attenuates the proliferation of esophageal squamous cell carcinoma cells,자연과학
anti obesity and immunomodulatory effects of oil and fermented extract dried from tenebrio molitor larvae on aged obese mice,자연과학
generation of mouse and rat xenogeneic ovaries in vitro for production of mouse oocyte,자연과학
lamin a c facilitates dna damage response by modulating atm signaling and homologous recombination pathways,자연과학
camellia sinensis l  alleviates ova induced allergic asthma through nf  b and mmp   pathways,자연과학
gender specific alteration of steroid metabolism and its impact on viral replication in a mouse model of hepatitis b virus infection,자연과학
cxcl   promotes melanoma angiogenesis and tumor growth,자연과학
low temperature pulverization specific sargassum horneri extract accelerates wound healing and attenuates inflammation in a mouse burn model,자연과학
roles of prion proteins in mammalian development,자연과학
emerging roles of cytoskeletal transport and scaffold systems in human viral propagation,자연과학
ank mediated pyrophosphate regulates shear stress induced small extracellular vesicle production in  d cultured osteocytes,자연과학
중소도시 주거환경정비사업의 효율적 추진을 위한 우선순위 도출,자연과학
사랑공간이 있는 충북 전통주택의 평면 구성 특성,자연과학
메인로터 하강풍으로 유발되는 무유도로켓 발사궤적 특성분석 및 저속대기감지기 대체기술 개발,공학
위치정보 분석을 통한 cnc 공작기계 이송계 모델링,공학
 d 프린팅으로 가공된 다양한 유연힌지의 실험적 강성 비교,공학
de 알고리즘을 이용한 파이프 플랜지 용접의 최적 공정변수 도출에 대한 연구,공학
가스 터빈용 복합 베어링의 유동 해석,공학
변형률속도 및 온도를 고려한 티타늄 합금 판재의 경화거동 모델링,공학
열변형을 고려한  패드 저널 베어링 열유동 해석,공학
전자빔 용접을 적용한 농기계용 습식 클러치 하우징의 용접 공정시간 최적화에 관한 연구,공학
구조물 모니터링을 위한 bocda 및 내적 기법 기반 데이터 내 온도의 영향 제거 기법,공학
연결보 적용을 위한 강봉댐퍼의 성능 평가,공학
도로 터널의 성능기반 자산가치 평가 방법에 관한 연구,공학
study on scratching process of alumina ceramic by diamond indenter under compressive pre stress,공학
parameter identification of equivalent circuit for pulsed electrochemical machining based on experimentally obtained current waveforms,공학
research on intelligent prediction of surface roughness in cutting   crmo steel by using particle swarm optimization based support vector machine,공학
encoding time series as images for anomaly detection in manufacturing processes using convolutional neural networks and grad cam,공학
간접하중을 받는 철근콘크리트 깊은보의 전단거동에 관한 실험적 연구,공학
fpga를 이용한 영상처리 기법 구현,공학
멀티에이전트 강화학습 기반 다중 무인수상선의 편대 제어 및 충돌회피,공학
기준 항력 가속도와 비행거리 기반 파라미터 설계를 통한 재진입 궤적 생성,공학
차량 동역학과 운동학적 모델링을 이용한 모바일 로봇의 동적 제원 시각화 및 움직임 오차 예측에 관한 연구,공학
중증환자 긴급치료병상의 건축계획 평가를 위한 기준 도출,공학
한국의 노인복지주택 공급 현황 및 특성에 관한 연구,공학
all solid state ion selective electrodes for wearable healthcare devices,공학
리튬 플레이팅 스트리핑 모델을 이용한 리튬 이온 배터리의 열화 연구,공학
용해도 파라미터를 이용한 죽엽으로부터 항산화 물질의 추출공정에서 최적 용매 디자인,공학
안구건조증 진단을 위한 나노기둥 배열 구조 기반 이리듐 산화물 ph 센서 제작 및 이의 전기화학 성능 평가,공학
terphenyl 또는 triphenylbenzene 기가 치환된 pyrene 화합물의 발광특성에 관한 실험과 이론적 예측,공학
synthesis of highly reliable conductive pastes with silver graphene composites,공학
eco friendly separation and recycling of catalysts from used mea in proton exchange membrane fuel cells,공학
활성탄의 전도성 향상 및 표면작용기 제어를 위한 메탄 cvd 공정 연구,공학
수소 탱크 폭발 사례와 aloha 프로그램의 비교 분석 및 프로빗 평가,공학
화재 피난시뮬레이션에 의한 대형마트의 피난안전성 향상방안,공학
실습형 안전교육 프로그램이 고등학생의 소방안전의식에 미치는 영향,공학
공포감이 소방 현장 업무에 미치는 영향 분석  델파이 delphi 와 다중회귀분석을 활용하여,공학
소방공무원 국가직 전환 정책변동에 관한 연구  단절균형이론을 중심으로,공학
유류화재 증거물의 검지 가능 기간 및 감식기법에 관한 연구,공학
열수송관 성능평가인자 선정 및 현장조사 방안 연구,공학
지역적 특성을 반영한 도시 위험성 평가 모델 개발 및 적용,공학
에어해머를 이용한 상대밀도의 최대 건조단위중량 결정 방법,공학
반도체 칩 냉각용 베이퍼 챔버의 방열 성능,공학
반지도학습 딥러닝 모델을 이용한 진동 기반 구조물 손상 탐지 기술,공학
외부온도에 따른 황산염 침식 단면을 고려한 콘크리트의 압축강도 모델링,공학
기계식주차장 화재 시 주차팔레트의 내화성능 평가,공학
실란 커플링제 적용을 통한 cfrp rebar의 부착 강도 개선 연구,공학
additive manufacturing for skew magnetization fixture of annular magnet,공학
characterization of heat affected zone generation in laser processing of carbon fiber reinforced plastics,공학
investigation on the effects of cutting angles on the burrs of carbon fiber honeycomb composites,공학
수평 매트형 지중 열교환기의 난방기 열성능 분석,공학
공동주택 주방후드에 공급하는 보충공기에 영향을 받는 전열 교환기의 환기성능에 관한 연구,공학
태양열시스템 실시간 고장감지 원격 모니터링시스템,공학
타이어 충격원에 의한 중량충격음 평가시 충격 및 마이크로폰 위치의 영향,공학
수중 평판의 등가 음향임피던스 역산을 위한 간이수조 시험,공학
가솔린 직분사 엔진음의 고압인젝터 충격음 특성 규명 및 정량화,공학
수직형 펌프 자동진단을 위한 규칙기반 진단 기술 개발,공학
