titles,category
multilayer textile based concept for non invasive biosensor platform,생활과학
optimization of automatic classification for women s pants based on the swin transformer model,생활과학
wearable textile antennas  investigation on material variants  fabrication methods  design and application,생활과학
functional performance of a novel compression top for female throwing athletes,생활과학
enhanced content based fashion recommendation system through deep ensemble classifier with transfer learning,생활과학
multi pose dress simulation of fully fashioned knitted skirt based on loop structure,생활과학
morphing torso mannequin for pressure measurement and scoliotic brace efficacy evaluation,생활과학
다양한 조리 방법에 따른 수미감자의 항산화 및 항당뇨 활성 평가,생활과학
경기지역 일부 초등학교에서 샐러드 섭취가 높은 고학년생의 샐러드에 대한 인식  식습관  샐러드 채소 및 드레싱 기호도,생활과학
액티브시니어들이 선호하는 농촌 치유활동 분석   포커스그룹 인터뷰 fgi 를 중심으로,생활과학
청년창업 지원사업 사례지역 분석을 통한 지역연계 강화방안 연구   청년마을과 청년센터를 중심으로  ,생활과학
맞벌이 여부에 따른 식품 구매 및 외식 행태 분석            년 식품 소비 행태 조사 자료 이용,생활과학
광주지역 대학교 기숙사생의 성별 식품 기호도와 기숙사 식당의 시각적 요인의 만족도 조사,생활과학
부채부담 수준에 따른 가계유형별 특성 및 결정요인,생활과학
우리나라 노인의 가구형태와 식이보충제 복용여부에 따른 영양상태 평가  제 기 국민건강영양조사를 이용하여,생활과학
청년의 비만에 따른 건강 관련 습관  신체활동 및 식생활평가지수            국민건강영양조사 자료 분석 ,생활과학
키워드 네트워크 분석을 활용한 결혼가치관 관련 연구동향 분석,생활과학
영상매체에 표현된 샬럿 charlotte  여왕 복식의 표현효과   들롱 이론을 중심으로  ,생활과학
마테차박 추출물의 침지가 닭고기 소시지의 품질 및 항산화 활성에 미치는 영향,생활과학
어머니의 양육 불안과 부모 소진 간 관계   자기 자비의 매개효과와 사회적 지지의 조절된 매개효과,생활과학
관계인구 개념을 적용한 농촌 유형화 연구,생활과학
식생활 라이프스타일에 따른 대체소재 면류 식품 선호도 분석   단백질 강화 및 칼로리 저감 제품,생활과학
더블일레븐 쇼핑 페스티벌에 참여한 중국 mz 소비자의 쇼핑 동기가 감정적 혜택과 불만족에 미치는 영향,생활과학
청년 승계농의 직무스트레스가 건강 관련 삶의 질에 미치는 영향  보건 의료 만족도와 문화 여가 만족도의 이중매개효과를 중심으로,생활과학
빅데이터 분석을 활용한 저경력 영양교사에 대한 교직 적응 요인 연구,생활과학
태국인의 식품소비가치에 따른 가정간편식 소비행동,생활과학
비만인의 건강행태에 대한 연도별 변화 분석           년 지역사회건강조사 자료,생활과학
텍스트 마이닝 기법을 활용한 온라인 뉴스 기사의 중장년 주거 토픽 분석,생활과학
지속가능한 패션브랜드의 스토리텔링과 지속가능성에 대한 소비 가치가 소비자 신뢰와 구매의도에 미치는 영향,생활과학
사티어 이론에 기반한 중학교 가정과 의사소통 프로그램 개발,생활과학
주거복지 전문인력의 지역사회자원 연계 과정과 업무 중요도 인식,생활과학
패션제품 렌탈서비스 지각이 렌탈서비스 플랫폼 사용 의도에 미치는 영향  공유경제 플랫폼 사용 경험자를 중심으로,생활과학
가족센터 적용을 위한     개월 영아기 양육자 자녀관계검진 프로그램 개발 연구,생활과학
아버지의 완벽주의 유형에 따른 양육 스트레스와 양육 참여,생활과학
디지털 리터러시 함양을 위한 가정교과 수업과정안 개발       개정 가정과 교육과정 의생활 영역을 중심으로,생활과학
habermas의 세 행동체계 관점에서 본 캐나다 온타리오주 가정과 교육과정 성취기준 분석,생활과학
뮤지컬  록키 호러 쇼 에 나타난 캠프 스타일의 특성과 그레마스 기호학적 의미 분석,생활과학
교과 연계형 비교과 교육과정 co curriculum  설계 및 운영  디자인적 사고 기반 모듈형 메이커 교육 프로그램 중심으로 ,생활과학
고려시대 과문    의 조형성을 활용한 텍스타일 디자인 개발,생활과학
 d 프린팅 기법을 활용한 패션디자인의 조형 특성에 관한 연구,생활과학
웹    시대의 패션데이터 활용을 위한 연구  오픈패션 개념과 오픈패션 라이선스 제안,생활과학
메타버스 플랫폼 간 상호연동을 위한 가상의류의 디자인 요소와 설계 방식 비교 분석 연구,생활과학
상부 자세 교정을 위한 ems 흉추 보호대 개발,생활과학
nonlinear effects of a laser phase conjugate wave and synchronization transmission of a signal,물리학
wireless optical coherent communication uses beacon light wavefront correction with different wavelengths,물리학
theoretical investigation of an intrinsic fast optical fiber mz temperature sensor based on a distal pdms coated microguide,물리학
tunable modulation transfer spectroscopy for a type ii magneto optical trap of    rb atoms,물리학
analysis of in pixel scattering trench patterns for high sensitivity near infrared pixel,물리학
표면증강 라만 분광 기반 고감도 가스분석 연구 동향 및 전망,물리학
비대칭 배광 횡단보도 투광등 조명계의 눈부심 감소 및 균일도 향상을 위한 연구,물리학
particle counter using a gaussian line beam formed by decentered multiple lenses,물리학
single shot transport of intensity equation using a lateral displacement beam splitter module for biological samples,물리학
fabrication and evaluation of air spaced achromatic objective lens system for confocal laser endomicroscopy,물리학
infrared optical system for long range forward imaging on airborne platforms,물리학
color correction for digital holographic display to compensate for cie colorimetric matching failure,물리학
a fully electronic confocal microscope using a digital micromirror device and electrically tunable lens for  d measurement,물리학
binary optimization based multilayers and their practical applications,물리학
지능형 로봇을 위한 생체모사형 카메라 연구 최신 지견,물리학
광유전학을 이용한 신경 신호의 제어 및 신경 회로 분석,물리학
ai 학습을 위한 자동차 후방 카메라 오염도 분석 및 세척 기준 설정 연구,물리학
조선왕조실록에 보고된 채운     기록의 광학적 분석,물리학
비대칭 렌즈를 이용한 초소형 연성 내시경 조명 광학계 설계,물리학
gas purging free technique using log ratio detection in laser absorption spectroscopy,물리학
a tutorial on inverse design methods for metasurfaces,물리학
light control via higher order diffraction in one dimensional metagratings,물리학
switchable privacy mode for symmetrically viewed automotive displays  dependence on the optical parameters of the retarder,물리학
localized surface plasmon resonance of a cu nanodot array covered with a native oxidation layer,물리학
radiation enhancement of a terahertz backward wave oscillator with a two stage rectangular waveguide grating,물리학
correlation between the gain factor of a reflective polarizer and the optical structure of quantum dot based backlights for lcd applications,물리학
passive error correction with a qubit oscillator system in noisy environment,물리학
development of a radioactive waste measurement system using arrayed nai tl  detectors,물리학
the lidar denoising algorithm based on an improved correlation parameter of ensemble empirical mode decomposition,물리학
limiting factor for electron mobility in sputtered ga doped zno thin films,물리학
analysis of the correlation network in the us stock market during january     ,물리학
understanding the dynamics of feeding as a random walk on the feeding rate axis,물리학
study of power law activity distributions in a two dimensional model system,물리학
pulse program for improving learning accuracy and reducing programming energy consumption of ferroelectric synaptic transistor,물리학
experimental comparative study between simple and multi tube dbd ozone generator with same volume discharge for wastewater treatment,물리학
effect of temperature on the reaction products of silicon in fluorine based plasmas,물리학
effects of chamber wall contamination levels on plasma properties in long term c f  ar plasma deposition processes,물리학
high performance mote  snse  heterostructure photodiode for near infrared photodetection,물리학
methodology for evaluating turbo molecular pump pumping performance via pressure gauge correction and anomaly detection,물리학
doping induced spin polarization on the pristine si surface  a si              case,물리학
visualization of raman spectroscopy for stacking orders  distinguishing bernal and rhombohedral graphite,물리학
quantum discord in the early universe with non trivial sound speed,물리학
comparative analysis of single and triple material    nm tri gate finfet,물리학
dictionary learning based denoising algorithm with expected patch log likelihood in diffusion weighted magnetic resonance image,물리학
revisit to the fluid love numbers and the permanent tide of the earth,물리학
next generation dna enhanced electrochemical energy storage  recent advances and perspectives,물리학
interlinking the fe doping concentration  optoelectronic properties  and photocatalytic performance of zno nanostructures,물리학
composition dependence of the orbital torque in co fe    and ni fe    alloys  spin orbit correlation analysis,물리학
single unit metalens integrated micro light emitting diodes,물리학
optimization strategies for metallization in n type crystalline silicon topcon solar cells  pathways to elevated fill factor and enhanced efficiency,물리학
optical properties of popular dielectric substrate materials in a wide spectral range from far infrared to ultraviolet,물리학
evaluation of physicochemical properties of zinc oxide and indium tin oxide nanoparticles for photocatalysis and biomedical activities,물리학
substitutional effects of the anionic group systems  bo       po       and  so     on the down conversion photoluminescence properties of y o  er   nanophosphors,물리학
 과학탐구실험 교과서 개발에서 교과서 저자의      개정 교육과정 적용 관련 어려움,물리학
양자 컴퓨팅을 위한 이온 트랩 연구 동향과 전망,물리학
예비 물리교사들의 수업설계 프로젝트학습 e 포트폴리오에 나타난 반성적 사고 분석,물리학
광시야 광열반사 현미경을 활용한 종횡비가 서로 다른 개별 금 나노로드 이미징 분석,물리학
measurement of ethanol concentration in fluids using microwave near field imaging,물리학
fg   fe   전이선의 편광 분광학에서 조사광의 타원 편광에 대한 해석적 해,물리학
development of a non contact technique for detecting faults in wires using microwave near field imaging,물리학
analysis of fermi level pinning characteristics in erbium silicided metal semiconductor interface,물리학
improved electrical conductivity of graphene film using thermal expansion assisted hot pressing method,물리학
a study on the effect of correlated data on predictive capabilities,물리학
study on the accuracy of indium tin oxide  ito  nanoparticle sensor based on solvent detection characteristics in water,물리학
a customized template matching classification system,물리학
characterization of cs    fa    pbi  perovskite solar cells based on n methyl   pyrrolidone and dimethyl sulfoxide,물리학
covalent bond functionalization based graphene field effect transistor as bioelectronics for h n  diagnosis,물리학
machine learning based integrated database system for plasma enhanced chemical vapor deposition fault diagnosis,물리학
optical and electrical performance of a mid wavelength infrared interband cascade photodetector,물리학
effect of lattice relaxation on electronic spectra of helically twisted trilayer graphene  large scale atomistic simulation approach,물리학
a simulation for surface acoustic waves driven electron transport in perspective of electrical potential,물리학
utility of a patient specific aperture collimator and multi leaf collimator in line scanning proton therapy,물리학
synthesis and characterization of fe doped zno films for enhanced no  gas sensing applications,물리학
advanced hvpe sublimation sandwich method for si layer formation on sic substrates,물리학
resistivity characteristics near the metal insulator transition in the half filled anderson hubbard model,물리학
characterization of sers fluorescence bimodal nanocomposites from au decorated catio  eu  ,물리학
microscopic property of li impurity in biphasic calcium phosphate,물리학
components and defect density optimization of faxma  xpbi  based on simulation for high performance perovskite solar cells,물리학
web based applications for automated generation of functionalized graphene and carbon nanotube for molecular dynamics simulations and automated three dimensional analysis of ion flow through nanopores,물리학
linearizing afm raster scans acquired using dual stage lateral scanners,물리학
hydrothermally synthesized ag te on metallic  d templates,물리학
enhancing the thermal stability of active contacts in algan gan high electron mobility transistors with chemical vapor deposited carbon  c  films,물리학
extraordinary optical characteristics in a one dimensional parity time symmetric structure of quasiperiodic two material octonacci optical waveguide network,물리학
numerical analysis of the influence of sidewall defects on algan based deep ultraviolet micro light emitting diodes,물리학
recrystallization reduces surface oxygen vacancies to unlock hole transfer channel for hematite photoelectrochemistry,물리학
morphology tuned dielectric  electrical  impedance  relaxation metrics of co mg doped strontium ferrite  and their computational modeling,물리학
첨단정보기술과 원자력기술 맥락에서 대학생의 위험인식  책임감  행동의지 간 관계 분석,물리학
액체섬광검출용액 및 광전 증배관에 대한 신호 패턴 인식과 예지 보전 연구,물리학
     개정 과학교육과정 물리 영역 성취기준에 나타난 과학적 소양 분석,물리학
휘어진  시 공간의 국소 편평좌표계를 수치계산으로 그리기,물리학
광용적맥파계를 이용하여 측정한 소아청소년에 대한 공간말초혈류속도 특성 연구,물리학
design of an asymmetric custom surface imaging optical system for two dimensional temperature field measurement,물리학
photorealistic ray traced visualization process of an aspherical fresnel mirror with low distortion,물리학
적응광학에서의 대기 외란 모사  이론에서 실제 적용까지,물리학
다양한 온도의 지표 배경에서 적외선 위장을 위한 최적의 스텔스 물질 방사율 탐구,물리학
uv led 광원을 이용한 공간 살균을 위한 자외선 조사량 밀도의 광학적 연구,물리학
yb    도핑된 칼륨 이중 텅스테이트 결정을 이용한 소형 공진기에서의 솔리톤 모드 잠금 레이저 구현 및 수치 해석,물리학
cell death inhibition effect of antioxidant activity by     and     nm leds in raw      cells,물리학
a study on intrusion detection using deep learning based weight measurement with multimode fiber speckle patterns,물리학
multimode fiber speckle image reconstruction based on multiscale convolution and a multidimensional attention mechanism,물리학
quantum transition process in electron piezoelectric phonon resonating system with a moderately weak coupling approximation,화학
metabolomic analysis of daphnia magna exposed to fluoxetine using hr mas nmr,화학
h d exchange of pyrrolic nh protons prompted by fluoride in aprotic dmso d ,화학
backbone nmr assignments of recombinant glucagon at ph    ,화학
부산지역 도시공원 내 토양 중금속 오염도 평가 적용방법 연구,화학
시화국가산업단지 배출수 중 과불화화합물의 공공수역 유출 특성,화학
lc ms ms를 이용한 수질 시료에서의   종 미규제 미량오염물질동시 분석 가능성 및 실제 시료 적용성 평가,화학
비점오염물질측정망 수질 측정 항목 및 강우사상 특성 인자간 상관관계 평가,화학
환경시험   검사기관의 정도관리 현장평가 미흡사항 분석 i   대기  수질  먹는물 분야를 중심으로  ,화학
국내 유통 중인 pet 먹는샘물의 냉   해동 전후의 무기물질 농도의변화와 침전물의 추적,화학
비점오염물질측정망의 탁도 예측을 위한 수질 인자를 이용한 최적 머신러닝 알고리즘 선정,화학
structural characterization of the c terminal tail of ebv lmp a,화학
intrinsically disordered protein  part i ,화학
경안천의 미세플라스틱 특성 조사,화학
활성탄 표면에서 과불화화합물 동족체 pfas congeners 의분자구조가 흡착 제거효율에 미치는 영향,화학
서울 지역의 자외선 조사량에 따른 pet 먹는샘물 용기의 용출 특성 연구  보관 조건 중심으로,화학
x 선 형광분석기를 이용한 덕용 규암의 주원소 분석 및 표준물질 활용 검토,화학
environmental catalytic materials for the efficient removal of vocs,화학
mechanistic studies of the solvolyses of    acetylamino    naphthalenesulfonyl chloride,화학
예비화학교사들이 제작한 정적 모델의 특성 분석,화학
특수교육대상자를 위한 과학 행사에 참여한 예비교사의 장애학생 과학 교수학습 자기효능감 변화,화학
photophysical properties of     dimethyl      dihydroacridine functionalized salen indium complexes  effects of structural rigidity and number of donor substituents,화학
signal shape analysis in single entity electrochemistry  understanding electrochemical reaction dynamics,화학
regulation of classical zinc fingers for neuronal signaling in the central nervous system,화학
enhanced electrocatalytic activity by nanoconfinement effects at nanoporous indium tin oxide electrodes,화학
unraveling the role of counter ions in shaping the structures of helical peptides in aqueous phase,화학
photostability considerations in preclinical studies  mini review,화학
one pot synthesis of spirooxindoles bearing   methylene   butyrolactone moiety from morita baylis hillman carbonates of isatins and paraformaldehyde,화학
가온 초음파 용출 및 액체크로마토그래프를 활용한 연질 캡슐 건강기능식품 중 엽산 분석법 개발,화학
exploring the relative degree of crystalline and amorphous properties of cellulose nanofibrils studied by correlated graphene quenching raman spectroscopy with electrostatic force microscopy technique,화학
visible light induced reactions of quinones,화학
fog collection using hydrophobic and hydrophilic treatments on wrinkle based multilayered surfaces,화학
feasibility of low power low resolution laser induced breakdown spectroscopy for quantification of mg in fermented soybean pastes,화학
리튬전고체전지 재활용  문제 해결을 위한 최신 기술,화학
전기화학 분야에서 활용되는 오페란도 측정법의 연구동향,화학
단원자 촉매 합성에서의 탄소지지체 구조 특성변화에 따른 산소환원반응 성능 연구,화학
리튬 이온 배터리 음극의 고율속 성능 향상  mose  나노 시트 코팅된 흑연 복합체의 최적 합성 조건에 대한 연구,화학
titanate 페로브스카이트 형상에 따른 산소발생반응 영향에 대한 연구,화학
